#{"t_start": 1778267186.480947, "env_id": "None"}
r,l,t
700.0,3,63.660193
700.0,3,63.662412
700.0,3,63.664699
700.0,3,63.666895
700.0,5,63.670493
700.0,4,63.67342
700.0,4,63.676481
700.0,3,63.678731
700.0,3,63.681142
700.0,3,63.683342
700.0,3,63.685574
700.0,4,63.688416
700.0,4,63.691177
700.0,4,63.694063
700.0,4,63.696976
700.0,3,63.699127
700.0,3,63.701073
700.0,3,63.703138
700.0,3,63.705653
700.0,3,63.707733
700.0,3,63.709853
700.0,4,63.712684
700.0,4,63.715344
700.0,3,63.717508
700.0,4,63.72026
700.0,3,63.722409
700.0,3,63.724843
700.0,3,63.727047
700.0,3,63.729581
700.0,3,63.731679
700.0,5,63.735094
700.0,3,63.737307
700.0,3,63.739457
700.0,3,63.741542
700.0,3,63.743598
700.0,3,63.745916
700.0,3,63.74802
700.0,3,63.750178
700.0,3,63.752483
700.0,3,63.75462
700.0,3,63.756962
700.0,3,63.759011
700.0,5,63.762621
700.0,3,63.764725
700.0,3,63.766797
700.0,3,63.769097
700.0,3,63.771766
700.0,4,63.774945
700.0,3,63.777961
700.0,4,63.781338
700.0,3,63.783902
700.0,3,63.786551
700.0,3,63.789122
700.0,3,63.791677
700.0,4,63.795058
700.0,3,63.797576
700.0,3,63.799951
700.0,3,63.802175
700.0,3,63.804409
700.0,3,63.806474
700.0,3,63.808649
700.0,3,63.810713
700.0,6,63.81528
700.0,3,63.817375
700.0,3,63.81947
700.0,4,63.822495
700.0,3,63.825909
700.0,3,63.828943
700.0,3,63.831072
700.0,3,63.833255
700.0,3,63.835425
700.0,3,63.8379
700.0,3,63.84006
700.0,5,63.84355
700.0,3,63.84569
700.0,3,63.847828
700.0,3,63.849949
700.0,3,63.852056
700.0,3,63.854223
700.0,4,63.856978
700.0,3,63.859124
700.0,3,63.861404
700.0,3,63.86349
700.0,3,63.865788
700.0,3,63.86793
700.0,3,63.870095
700.0,3,63.872306
700.0,4,63.875561
700.0,3,63.877719
700.0,3,63.879957
700.0,3,63.882153
700.0,3,63.884523
700.0,4,63.887434
700.0,3,63.889603
700.0,3,63.891768
700.0,4,63.894584
700.0,4,63.897574
700.0,3,63.899697
700.0,3,63.901843
700.0,3,63.903942
700.0,3,63.906034
700.0,3,63.90811
700.0,3,63.910187
700.0,3,63.912269
700.0,3,63.914418
700.0,3,63.916518
700.0,6,63.92092
700.0,3,63.923061
700.0,3,63.925634
700.0,3,63.927875
700.0,4,63.930729
700.0,3,63.933234
700.0,3,63.935429
700.0,3,63.937739
700.0,4,63.940544
700.0,3,63.942703
700.0,4,63.945553
700.0,4,63.948568
700.0,3,63.950744
700.0,3,63.95289
700.0,3,63.955196
700.0,3,63.957344
700.0,3,63.959923
700.0,3,63.96234
700.0,3,63.964562
700.0,3,63.966761
700.0,3,63.969103
700.0,3,63.971331
700.0,3,63.973539
700.0,3,63.97589
700.0,3,63.978179
700.0,3,63.98041
700.0,3,63.982615
700.0,3,63.985023
700.0,3,63.987197
700.0,3,63.989445
700.0,3,63.991577
700.0,3,63.993713
700.0,3,63.995993
700.0,3,63.998091
700.0,3,64.000383
700.0,3,64.00251
700.0,3,64.005616
700.0,3,64.008291
700.0,3,64.011657
700.0,3,64.014682
700.0,3,64.017287
700.0,3,64.019586
700.0,4,64.022663
700.0,4,64.026084
700.0,4,64.029282
700.0,3,64.031598
700.0,3,64.033855
700.0,3,64.036083
700.0,3,64.038318
700.0,3,64.040656
700.0,3,64.042897
700.0,3,64.045075
700.0,4,64.04808
700.0,3,64.050292
700.0,3,64.052562
700.0,4,64.05544
700.0,3,64.057716
700.0,3,64.060194
700.0,3,64.062375
700.0,3,64.06452
700.0,3,64.066665
700.0,3,64.068801
700.0,3,64.07096
700.0,3,64.073094
700.0,4,64.075897
700.0,5,64.079459
700.0,3,64.081749
700.0,3,64.083971
700.0,3,64.086184
700.0,3,64.088398
700.0,3,64.090614
700.0,4,64.093551
700.0,3,64.095775
700.0,3,64.09796
700.0,3,64.100145
700.0,4,64.103022
700.0,3,64.105235
700.0,3,64.10742
700.0,3,64.109648
700.0,3,64.11188
700.0,4,64.114793
700.0,3,64.117042
700.0,4,64.119904
700.0,3,64.12208
700.0,3,64.124214
700.0,3,64.126356
700.0,3,64.12862
700.0,3,64.130823
700.0,3,64.133145
700.0,3,64.135557
700.0,3,64.13789
700.0,3,64.140104
700.0,3,64.142237
700.0,3,64.144656
700.0,4,64.147512
700.0,4,64.150409
700.0,3,64.152608
700.0,3,64.154801
700.0,3,64.156904
700.0,3,64.159081
700.0,3,64.161164
700.0,3,64.16336
700.0,3,64.165446
700.0,3,64.167538
700.0,3,64.169692
700.0,3,64.197857
700.0,3,64.20002
700.0,3,64.202165
700.0,3,64.204416
700.0,3,64.206548
700.0,4,64.209287
700.0,3,64.211392
700.0,4,64.214493
700.0,3,64.216958
700.0,3,64.219206
700.0,3,64.221681
700.0,3,64.223897
700.0,5,64.227553
700.0,3,64.229762
700.0,3,64.232067
700.0,4,64.235132
700.0,3,64.237271
700.0,3,64.239402
700.0,3,64.24155
700.0,3,64.243691
700.0,7,64.248521
700.0,5,64.252306
700.0,4,64.256091
700.0,3,64.258267
700.0,5,64.262617
700.0,3,64.264795
700.0,3,64.267048
700.0,3,64.269391
700.0,3,64.272631
700.0,3,64.274909
700.0,4,64.277991
700.0,4,64.280955
700.0,3,64.283341
700.0,4,64.286288
700.0,3,64.288403
700.0,3,64.290522
700.0,3,64.29281
700.0,3,64.736508
700.0,3,64.739561
700.0,3,64.742038
700.0,3,64.74428
700.0,3,64.746522
700.0,4,64.749942
700.0,3,64.752358
700.0,3,64.755094
700.0,3,64.757667
700.0,3,64.760137
700.0,3,64.762786
700.0,3,64.765428
700.0,3,64.767822
700.0,3,64.7703
700.0,4,64.773279
700.0,3,64.7758
700.0,4,64.778921
700.0,3,64.78114
700.0,3,64.783367
700.0,3,64.785565
700.0,3,64.787755
700.0,3,64.789982
700.0,3,64.792278
700.0,3,64.794543
700.0,3,64.796747
700.0,3,64.798921
700.0,3,64.801215
700.0,3,64.803474
700.0,3,64.805667
700.0,3,64.807999
700.0,3,64.810203
700.0,4,64.813136
700.0,3,64.815324
700.0,3,64.817538
700.0,3,64.819728
700.0,3,64.821912
700.0,3,64.824104
700.0,3,64.826364
700.0,3,64.828564
700.0,4,64.831482
700.0,3,64.833673
700.0,3,64.835883
700.0,3,64.838067
700.0,3,64.840289
700.0,3,64.842485
700.0,3,64.844679
700.0,3,64.846884
700.0,3,64.8492
700.0,3,64.851471
700.0,3,64.853742
700.0,3,64.855942
700.0,3,64.858115
700.0,3,64.860287
700.0,3,64.862431
700.0,3,64.864599
700.0,3,64.866744
700.0,3,64.868878
700.0,4,64.871768
700.0,3,64.873938
700.0,3,64.87612
700.0,3,64.878307
700.0,3,64.880474
700.0,3,64.882627
700.0,3,64.884813
700.0,3,64.886951
700.0,3,64.889153
700.0,3,64.89139
700.0,4,64.894186
700.0,3,64.896452
700.0,3,64.898629
700.0,3,64.900891
700.0,4,64.903734
700.0,4,64.906591
700.0,3,64.908763
700.0,4,64.911596
700.0,3,64.91383
700.0,3,64.915972
700.0,3,64.918172
700.0,3,64.92031
700.0,3,64.922521
700.0,3,64.924698
700.0,4,64.927636
700.0,4,64.93169
700.0,3,64.933696
700.0,3,64.935823
700.0,4,64.938454
700.0,3,64.940719
700.0,3,64.94295
700.0,3,64.945047
700.0,3,64.947186
700.0,3,64.949153
700.0,4,64.951633
700.0,3,64.954142
700.0,3,64.957034
700.0,3,64.959699
700.0,3,64.962136
700.0,4,64.965095
700.0,3,64.967127
700.0,3,64.969423
700.0,3,64.971389
700.0,6,64.975324
700.0,3,64.977641
700.0,3,64.980517
700.0,3,64.983856
700.0,3,64.986181
700.0,3,64.988571
700.0,4,64.991141
700.0,4,64.993958
700.0,3,64.99598
700.0,4,64.998504
700.0,3,65.00085
700.0,3,65.002898
700.0,4,65.006502
700.0,3,65.00869
700.0,3,65.010951
700.0,3,65.014069
700.0,4,65.017579
700.0,3,65.019685
700.0,3,65.021876
700.0,3,65.024187
700.0,3,65.026856
700.0,3,65.029055
700.0,3,65.031509
700.0,3,65.033664
700.0,3,65.035904
700.0,3,65.038152
700.0,3,65.04076
700.0,3,65.042909
700.0,3,65.04508
700.0,3,65.04722
700.0,3,65.049348
700.0,3,65.051618
700.0,3,65.053829
700.0,3,65.056119
700.0,3,65.058518
700.0,3,65.060768
700.0,3,65.062932
700.0,3,65.065151
700.0,3,65.067371
700.0,3,65.069528
700.0,3,65.071679
700.0,3,65.073868
700.0,5,65.077927
700.0,3,65.080143
700.0,3,65.082306
700.0,3,65.084618
700.0,4,65.087619
700.0,3,65.089718
700.0,3,65.091846
700.0,3,65.093931
700.0,3,65.096251
700.0,4,65.099081
700.0,3,65.101233
700.0,3,65.103482
700.0,4,65.106557
700.0,3,65.108754
700.0,3,65.110973
700.0,3,65.113142
700.0,3,65.115292
700.0,5,65.118783
700.0,3,65.121023
700.0,3,65.123149
700.0,3,65.125383
700.0,3,65.127911
700.0,3,65.130157
700.0,3,65.132306
700.0,3,65.134556
700.0,4,65.1374
700.0,3,65.139581
700.0,3,65.141711
700.0,5,65.145275
700.0,3,65.147372
700.0,3,65.149676
700.0,3,65.15189
700.0,3,65.154095
700.0,4,65.156956
700.0,3,65.159125
700.0,3,65.161329
700.0,3,65.163484
700.0,3,65.165625
700.0,3,65.167781
700.0,4,65.170601
700.0,16,65.181845
700.0,4,65.184628
700.0,3,65.186726
700.0,3,65.188949
700.0,4,65.191927
700.0,4,65.194767
700.0,3,65.196906
700.0,3,65.199097
700.0,3,65.201274
700.0,5,65.204873
700.0,3,65.207014
700.0,3,65.20932
700.0,3,65.211474
700.0,3,65.213754
700.0,3,65.215933
700.0,3,65.218062
700.0,3,65.220186
700.0,3,65.222346
700.0,3,65.22462
700.0,3,65.226763
700.0,3,65.228905
700.0,3,65.231028
700.0,3,65.233162
700.0,3,65.235419
700.0,3,65.237598
700.0,4,65.240427
700.0,3,65.242628
700.0,3,65.244777
700.0,3,65.246929
700.0,3,65.249181
700.0,3,65.251282
700.0,4,65.254183
700.0,12,65.262797
700.0,4,65.265686
700.0,3,65.267852
700.0,3,65.269998
700.0,3,65.272151
700.0,3,65.274271
700.0,3,65.276693
700.0,3,65.278888
700.0,3,65.281089
700.0,3,65.283311
700.0,3,65.285468
700.0,3,65.287612
700.0,3,65.289778
700.0,3,65.292005
700.0,3,65.294254
700.0,3,65.296459
700.0,3,65.298629
700.0,4,65.301496
700.0,3,65.303679
700.0,3,65.3059
700.0,5,65.309378
700.0,3,65.311519
700.0,3,65.313829
700.0,3,65.315969
700.0,3,65.318151
700.0,3,65.320307
700.0,4,65.323104
700.0,3,65.325446
700.0,3,65.327685
700.0,3,65.329896
700.0,3,65.332029
700.0,3,65.334184
700.0,3,65.336318
700.0,3,65.338454
700.0,3,65.340594
700.0,3,65.342797
700.0,3,65.344951
700.0,3,65.347241
700.0,3,65.349355
700.0,3,65.351441
700.0,3,65.35392
700.0,3,65.356155
700.0,3,65.358347
700.0,3,65.360471
700.0,3,65.362616
700.0,3,65.364731
700.0,3,65.366859
700.0,4,65.369626
700.0,3,65.371925
700.0,4,65.374727
700.0,10,65.38193
700.0,3,65.384317
700.0,4,65.387212
700.0,3,65.389441
700.0,3,65.391585
700.0,5,65.395045
700.0,3,65.397183
700.0,3,65.399299
700.0,3,65.4015
700.0,3,65.403726
700.0,3,65.406309
700.0,3,65.408673
700.0,3,65.411133
700.0,4,65.413936
700.0,3,65.41608
700.0,3,65.418282
700.0,3,65.420441
700.0,3,65.422663
700.0,3,65.424884
700.0,3,65.427081
700.0,3,65.429212
700.0,3,65.431349
700.0,3,65.433521
700.0,3,65.435664
700.0,3,65.437796
700.0,3,65.43993
700.0,3,65.442223
700.0,3,65.44449
700.0,3,65.446709
700.0,3,65.448881
700.0,3,65.451072
700.0,3,65.453271
700.0,3,65.455423
700.0,3,65.457627
700.0,3,65.459804
700.0,3,65.462045
700.0,3,65.464229
700.0,4,65.467135
700.0,4,65.470008
700.0,3,65.472174
700.0,4,65.475031
700.0,3,65.477309
700.0,3,65.479788
700.0,3,65.482038
700.0,3,65.484139
700.0,3,65.486221
700.0,3,65.48837
700.0,4,65.491106
700.0,3,65.49321
700.0,3,65.932857
700.0,3,65.935121
700.0,3,65.937425
700.0,3,65.939639
700.0,3,65.941852
700.0,3,65.944056
700.0,3,65.946403
700.0,3,65.948587
700.0,3,65.950801
700.0,5,65.954419
700.0,3,65.956695
700.0,4,65.960165
700.0,3,65.962408
700.0,4,65.965359
700.0,4,65.968405
700.0,3,65.970639
700.0,3,65.972827
700.0,3,65.975128
700.0,4,65.978254
700.0,3,65.980834
700.0,3,65.98317
700.0,3,65.985518
700.0,4,65.988367
700.0,3,65.990565
700.0,3,65.99278
700.0,3,65.994958
700.0,3,65.997129
700.0,3,65.999295
700.0,3,66.00153
700.0,3,66.003904
700.0,3,66.006351
700.0,3,66.008611
700.0,3,66.010941
700.0,3,66.013349
700.0,3,66.015834
700.0,3,66.01814
700.0,4,66.021096
700.0,3,66.02332
700.0,3,66.025787
700.0,4,66.028911
700.0,3,66.031324
700.0,3,66.034532
700.0,3,66.037168
700.0,4,66.040031
700.0,3,66.042259
700.0,3,66.044413
700.0,3,66.046576
700.0,4,66.049369
700.0,3,66.051515
700.0,3,66.053712
700.0,4,66.056632
700.0,3,66.058908
700.0,3,66.061239
700.0,3,66.063783
700.0,3,66.066287
700.0,3,66.087638
700.0,5,66.1103
700.0,3,66.130946
700.0,4,66.154178
700.0,4,66.158304
700.0,3,66.16139
700.0,3,66.164254
700.0,3,66.16705
700.0,3,66.169858
700.0,3,66.17268
700.0,3,66.175473
700.0,3,66.178348
700.0,4,66.182727
700.0,3,66.185506
700.0,3,66.188313
700.0,3,66.190957
700.0,4,66.194412
700.0,3,66.196998
700.0,3,66.19956
700.0,3,66.202127
700.0,4,66.205272
700.0,3,66.20758
700.0,3,66.210434
700.0,3,66.213322
700.0,4,66.216235
700.0,3,66.218471
700.0,3,66.220706
700.0,3,66.223146
700.0,3,66.22555
700.0,3,66.227752
700.0,4,66.230647
700.0,3,66.232808
700.0,3,66.235104
700.0,3,66.23751
700.0,3,66.240045
700.0,3,66.242587
700.0,3,66.245135
700.0,3,66.247566
700.0,3,66.249834
700.0,3,66.252
700.0,3,66.254149
700.0,3,66.256295
700.0,3,66.258539
700.0,3,66.260798
700.0,3,66.263
700.0,3,66.265265
700.0,3,66.267441
700.0,3,66.26959
700.0,4,66.272393
700.0,3,66.274547
700.0,4,66.279184
700.0,3,66.281892
700.0,3,66.284181
700.0,3,66.286373
700.0,3,66.288663
700.0,3,66.290817
700.0,4,66.293839
700.0,3,66.296119
700.0,3,66.298371
700.0,3,66.300564
700.0,3,66.30276
700.0,3,66.305311
700.0,3,66.307572
700.0,3,66.309788
700.0,5,66.313393
700.0,4,66.31627
700.0,3,66.318483
700.0,3,66.320689
700.0,3,66.322888
700.0,3,66.32525
700.0,3,66.328381
700.0,3,66.331008
700.0,3,66.333218
700.0,3,66.335389
700.0,3,66.337534
700.0,3,66.339771
700.0,3,66.34195
700.0,3,66.344092
700.0,3,66.346332
700.0,3,66.348529
700.0,3,66.350718
700.0,3,66.352936
700.0,3,66.35518
700.0,3,66.357465
700.0,4,66.360315
700.0,3,66.362491
700.0,3,66.364673
700.0,3,66.366821
700.0,3,66.368979
700.0,3,66.37116
700.0,3,66.373311
700.0,3,66.375564
700.0,3,66.377814
700.0,3,66.379992
700.0,3,66.382213
700.0,3,66.384413
700.0,3,66.386595
700.0,3,66.388746
700.0,3,66.39091
700.0,4,66.393855
700.0,4,66.396848
700.0,3,66.399044
700.0,4,66.401984
700.0,3,66.404266
700.0,3,66.406444
700.0,3,66.408616
700.0,3,66.410853
700.0,4,66.413701
700.0,3,66.415876
700.0,3,66.418031
700.0,3,66.420173
700.0,3,66.422403
700.0,3,66.424635
700.0,3,66.426841
700.0,3,66.429043
700.0,4,66.43196
700.0,3,66.434191
700.0,3,66.436311
700.0,3,66.438424
700.0,3,66.440749
700.0,3,66.443015
700.0,3,66.445255
700.0,3,66.447414
700.0,4,66.450234
700.0,3,66.452368
700.0,3,66.454558
700.0,3,66.456782
700.0,4,66.459608
700.0,6,66.46381
700.0,5,66.467269
700.0,3,66.469443
700.0,3,66.471601
700.0,3,66.473801
700.0,3,66.476047
700.0,3,66.478305
700.0,3,66.48064
700.0,3,66.482831
700.0,3,66.485354
700.0,3,66.487615
700.0,3,66.489858
700.0,3,66.492013
700.0,3,66.494172
700.0,3,66.496314
700.0,3,66.498443
700.0,4,66.501308
700.0,3,66.503438
700.0,3,66.505544
700.0,3,66.507665
700.0,5,66.511076
700.0,3,66.513221
700.0,3,66.515305
700.0,3,66.517409
700.0,3,66.519491
700.0,3,66.521664
700.0,3,66.523768
700.0,4,66.526584
700.0,3,66.528831
700.0,3,66.530969
700.0,3,66.533069
700.0,4,66.535936
700.0,3,66.538178
700.0,3,66.540267
700.0,3,66.54257
700.0,3,66.54491
700.0,5,66.548491
700.0,3,66.550647
700.0,3,66.552828
700.0,3,66.555062
700.0,3,66.557214
700.0,3,66.559414
700.0,3,66.561764
700.0,3,66.563909
700.0,5,66.567366
700.0,3,66.569482
700.0,4,66.572296
700.0,3,66.574442
700.0,3,66.576705
700.0,3,66.578895
700.0,3,66.581184
700.0,3,66.583407
700.0,3,66.585737
700.0,3,66.58789
700.0,4,66.590806
700.0,3,66.592909
700.0,3,66.595167
700.0,3,66.597259
700.0,3,66.599393
700.0,3,66.601526
700.0,3,66.603715
700.0,3,66.605987
700.0,3,66.608077
700.0,3,66.610173
700.0,3,66.612263
700.0,4,66.615106
700.0,3,66.617498
700.0,4,66.620426
700.0,3,66.622515
700.0,3,66.624977
700.0,3,66.62721
700.0,3,66.629511
700.0,3,66.631877
700.0,6,66.636301
700.0,3,66.638452
700.0,3,66.640661
700.0,4,66.643631
700.0,3,66.645757
700.0,3,66.647874
700.0,3,66.649993
700.0,3,66.652114
700.0,4,66.686796
700.0,3,66.689494
700.0,3,66.69248
700.0,3,66.695396
700.0,3,66.698288
700.0,3,66.701077
700.0,3,66.703822
700.0,3,66.706541
700.0,3,66.709186
700.0,3,66.711898
700.0,3,66.714484
700.0,3,66.717038
700.0,3,66.719487
700.0,3,66.721942
700.0,3,66.724122
700.0,3,66.72669
700.0,3,66.729384
700.0,3,66.731853
700.0,4,66.734916
700.0,3,66.737247
700.0,3,66.739467
700.0,5,66.743096
700.0,3,66.745412
700.0,3,66.7476
700.0,3,66.749797
700.0,3,66.751999
700.0,3,66.754171
700.0,4,66.75715
700.0,3,66.75933
700.0,4,66.762187
700.0,3,66.76436
700.0,3,66.766553
700.0,3,66.768734
700.0,3,66.770931
700.0,3,66.773121
700.0,3,66.775567
700.0,3,66.778075
700.0,3,66.780399
700.0,3,66.782698
700.0,3,66.785
700.0,4,66.787952
700.0,3,66.790152
700.0,3,66.792437
700.0,3,66.794617
700.0,5,66.798081
700.0,3,66.800239
700.0,4,66.803045
700.0,3,66.805329
700.0,3,66.807532
700.0,3,66.809925
700.0,3,66.81213
700.0,3,66.814332
700.0,4,66.817226
700.0,3,66.819386
700.0,3,66.821521
