#{"t_start": 1778267186.480947, "env_id": "None"}
r,l,t
700.0,3,51.692009
700.0,4,51.694844
700.0,3,51.696928
700.0,3,51.699032
700.0,6,51.703405
700.0,3,51.70556
700.0,3,51.7077
700.0,3,51.70981
700.0,9,51.715912
700.0,3,51.718044
700.0,4,51.720874
700.0,3,51.723047
700.0,3,51.725289
700.0,6,51.729584
700.0,3,51.731775
700.0,3,51.733949
700.0,4,51.736799
700.0,8,51.742256
700.0,3,51.744503
700.0,4,51.747368
700.0,6,51.751587
700.0,3,51.753727
700.0,3,51.755894
700.0,3,51.758143
700.0,5,51.761607
700.0,3,51.763792
700.0,3,51.765934
700.0,4,51.768836
700.0,3,51.77105
700.0,5,51.774663
700.0,4,51.777687
700.0,3,51.780152
700.0,8,51.785673
700.0,4,52.226814
700.0,3,52.229021
700.0,3,52.231207
700.0,4,52.234145
700.0,5,52.237636
700.0,4,52.240471
700.0,3,52.242638
700.0,3,52.244784
700.0,4,52.247594
700.0,4,52.250428
700.0,3,52.252577
700.0,3,52.254773
700.0,3,52.257055
700.0,3,52.259205
700.0,4,52.262056
700.0,28,52.281481
700.0,4,52.284342
700.0,3,52.286621
700.0,3,52.28893
700.0,3,52.291097
700.0,4,52.294049
700.0,4,52.296966
700.0,3,52.299161
700.0,10,52.334724
700.0,3,52.337609
700.0,3,52.339814
700.0,3,52.342059
700.0,4,52.344901
700.0,8,52.350768
700.0,4,52.35388
700.0,3,52.35663
700.0,3,52.358899
700.0,3,52.3613
700.0,3,52.363474
700.0,4,52.366491
700.0,3,52.368672
700.0,3,52.370846
700.0,3,52.373011
700.0,3,52.375211
700.0,3,52.377568
700.0,8,52.383125
700.0,4,52.385995
700.0,3,52.388153
700.0,8,52.393665
700.0,4,52.396574
700.0,6,52.401002
700.0,3,52.403354
700.0,4,52.406388
700.0,7,52.411726
700.0,5,52.415128
700.0,24,52.433077
700.0,4,52.435939
700.0,3,52.438422
700.0,4,52.441467
700.0,3,52.443973
700.0,4,52.4474
700.0,3,52.450126
700.0,3,52.452564
700.0,3,52.455027
700.0,3,52.457222
700.0,3,52.459668
700.0,3,52.46181
700.0,4,52.464676
700.0,3,52.466841
700.0,4,52.469704
700.0,3,52.471826
700.0,5,52.475763
700.0,3,52.478107
700.0,3,52.480602
700.0,3,52.483452
700.0,3,52.485709
700.0,5,52.489268
700.0,3,52.491442
700.0,3,52.493595
700.0,10,52.500405
700.0,3,52.502438
700.0,3,52.504952
700.0,4,52.507893
700.0,3,52.510027
700.0,3,52.512232
700.0,15,52.522719
700.0,4,52.526193
700.0,4,52.529513
700.0,3,52.531683
700.0,3,52.533945
700.0,3,52.53621
700.0,3,52.538549
700.0,3,52.540677
700.0,6,52.545085
700.0,3,52.54741
700.0,18,52.559872
700.0,4,52.562664
700.0,5,52.566139
700.0,3,52.568263
700.0,8,52.573685
700.0,3,52.576379
700.0,3,52.578669
700.0,3,52.581006
700.0,3,52.583266
700.0,3,52.585581
700.0,3,52.58773
700.0,3,52.589867
700.0,4,52.592666
700.0,3,52.594855
700.0,4,52.597702
700.0,3,52.599837
700.0,4,52.602681
700.0,3,52.604971
700.0,4,52.607857
700.0,3,52.610025
700.0,5,52.613482
700.0,9,52.619649
700.0,5,52.623188
700.0,3,52.62538
700.0,7,52.630335
700.0,3,52.632678
700.0,3,52.634932
700.0,3,52.637102
700.0,5,52.640582
700.0,4,52.643384
700.0,3,52.645543
700.0,4,52.648469
700.0,4,52.651309
700.0,3,52.653542
700.0,6,52.657762
700.0,3,52.659908
700.0,3,52.66204
700.0,3,52.664192
700.0,3,52.666527
700.0,3,52.668739
700.0,3,52.670881
700.0,4,52.673721
700.0,3,52.676285
700.0,5,52.680118
700.0,4,52.682989
700.0,3,52.685207
700.0,4,52.688151
700.0,4,52.691083
700.0,4,52.694154
700.0,3,52.696375
700.0,4,52.699218
700.0,9,52.705589
700.0,3,52.707852
700.0,3,52.710172
700.0,21,52.72475
700.0,4,52.727877
700.0,3,52.730042
700.0,3,52.732257
700.0,39,52.759536
700.0,7,52.764455
700.0,3,52.76662
700.0,15,52.777346
700.0,3,52.779809
700.0,3,52.78195
700.0,3,52.785018
700.0,9,52.791275
700.0,5,52.794698
700.0,4,52.797472
700.0,4,52.800391
700.0,5,52.80417
700.0,4,52.807036
700.0,3,52.80954
700.0,3,52.811756
700.0,4,52.814578
700.0,4,52.817424
700.0,4,52.820292
700.0,3,52.822725
700.0,3,52.825186
700.0,3,52.827491
700.0,11,52.835592
700.0,5,52.83927
700.0,6,52.843421
700.0,3,52.845563
700.0,3,52.847749
700.0,4,52.85063
700.0,3,52.852804
700.0,3,52.854973
700.0,13,52.86385
700.0,3,52.866023
700.0,4,52.868856
700.0,3,52.871036
700.0,4,52.873862
700.0,13,52.882955
700.0,4,52.885901
700.0,5,52.889422
700.0,3,52.891607
700.0,4,52.894448
700.0,3,52.896616
700.0,3,52.898806
700.0,4,52.901764
700.0,3,52.903968
700.0,3,52.906165
700.0,4,52.909033
700.0,3,52.911228
700.0,4,52.914205
700.0,3,52.916413
700.0,4,52.919418
700.0,3,52.921635
700.0,6,52.925842
700.0,3,52.928037
700.0,4,52.931153
700.0,8,52.936814
700.0,3,52.93903
700.0,5,52.942584
700.0,4,52.945474
700.0,3,52.947672
700.0,40,52.975304
700.0,3,52.977549
700.0,3,52.979773
700.0,4,52.982727
700.0,7,52.988145
700.0,5,52.992589
700.0,3,52.995442
700.0,3,52.998216
700.0,4,53.001911
700.0,4,53.449245
700.0,3,53.451473
700.0,4,53.454362
700.0,5,53.45912
700.0,4,53.462491
700.0,3,53.465364
700.0,3,53.468098
700.0,4,53.471698
700.0,3,53.4745
700.0,3,53.477852
700.0,3,53.480378
700.0,3,53.483086
700.0,3,53.485664
700.0,3,53.487909
700.0,4,53.490722
700.0,3,53.492995
700.0,3,53.495205
700.0,4,53.498162
700.0,5,53.501761
700.0,4,53.505443
700.0,3,53.508849
700.0,4,53.513483
700.0,8,53.519864
700.0,3,53.522228
700.0,3,53.524708
700.0,3,53.528518
700.0,7,53.534849
700.0,8,53.541833
700.0,11,53.549411
700.0,3,53.551565
700.0,3,53.553976
700.0,3,53.556918
700.0,8,53.566798
700.0,3,53.569212
700.0,3,53.571461
700.0,6,53.576505
700.0,3,53.578839
700.0,4,53.581861
700.0,3,53.584729
700.0,3,53.587101
700.0,7,53.592234
700.0,4,53.595126
700.0,3,53.597294
700.0,3,53.599462
700.0,4,53.602455
700.0,4,53.605439
700.0,4,53.608983
700.0,3,53.611609
700.0,3,53.613831
700.0,4,53.617061
700.0,3,53.619215
700.0,8,53.62536
700.0,3,53.628054
700.0,3,53.630404
700.0,3,53.632604
700.0,8,53.63798
700.0,3,53.640441
700.0,3,53.642469
700.0,5,53.645811
700.0,20,53.659406
700.0,3,53.661603
700.0,5,53.665097
700.0,3,53.667099
700.0,3,53.669157
700.0,3,53.671555
700.0,3,53.673782
700.0,3,53.676238
700.0,4,53.679143
700.0,7,53.684112
700.0,4,53.687099
700.0,4,53.690103
700.0,4,53.692762
700.0,5,53.696326
700.0,4,53.698934
700.0,4,53.701519
700.0,3,53.704264
700.0,3,53.706334
700.0,3,53.708664
700.0,4,53.71148
700.0,3,53.713623
700.0,3,53.715748
700.0,4,53.718481
700.0,4,53.721812
700.0,4,53.724705
700.0,3,53.72723
700.0,3,53.731362
700.0,3,53.733754
700.0,3,53.736244
700.0,3,53.738546
700.0,4,53.741341
700.0,3,53.743575
700.0,4,53.746492
700.0,3,53.748637
700.0,3,53.7508
700.0,4,53.753664
700.0,3,53.755885
700.0,4,53.758708
700.0,3,53.760972
700.0,4,53.763792
700.0,19,53.777283
700.0,24,53.79393
700.0,4,53.79672
700.0,5,53.800321
700.0,3,53.802441
700.0,3,53.804603
700.0,4,53.807457
700.0,5,53.810998
700.0,4,53.813802
700.0,3,53.815933
700.0,3,53.818093
700.0,4,53.820861
700.0,4,53.823627
700.0,5,53.827386
700.0,10,53.834211
700.0,4,53.837396
700.0,3,53.839552
700.0,3,53.841726
700.0,3,53.843864
700.0,3,53.846009
700.0,30,53.866289
700.0,4,53.869098
700.0,3,53.871282
700.0,4,53.874093
700.0,5,53.877924
700.0,4,53.880835
700.0,3,53.883103
700.0,3,53.88544
700.0,5,53.88898
700.0,4,53.891738
700.0,3,53.89387
700.0,4,53.896631
700.0,3,53.898739
700.0,9,53.904887
700.0,5,53.908367
700.0,4,53.911139
700.0,3,53.913345
700.0,3,53.915475
700.0,5,53.918942
700.0,3,53.921105
700.0,4,53.923958
700.0,3,53.926143
700.0,5,53.929881
700.0,4,53.932654
700.0,3,53.934826
700.0,3,53.937442
700.0,3,53.939572
700.0,3,53.941832
700.0,3,53.944013
700.0,3,53.946468
700.0,5,53.949942
700.0,3,53.952079
700.0,3,53.954345
700.0,3,53.956548
700.0,3,53.958779
700.0,3,53.960886
700.0,4,53.963806
700.0,3,53.965943
700.0,3,53.968076
700.0,4,53.970934
700.0,4,53.973779
700.0,3,53.976189
700.0,4,53.979096
700.0,3,53.981286
700.0,3,53.983402
700.0,3,53.985522
700.0,4,53.98843
700.0,3,53.990563
700.0,3,53.992844
700.0,3,53.994983
700.0,3,53.997075
700.0,22,54.011831
700.0,4,54.014721
700.0,3,54.016867
700.0,6,54.02108
700.0,3,54.02329
700.0,5,54.027029
700.0,4,54.030126
700.0,3,54.033074
700.0,9,54.039556
700.0,3,54.042068
700.0,3,54.044318
700.0,5,54.047807
700.0,4,54.050608
700.0,3,54.052845
700.0,3,54.055096
700.0,3,54.057275
700.0,4,54.060141
700.0,4,54.062988
700.0,3,54.065166
700.0,3,54.067308
700.0,3,54.06944
700.0,3,54.071606
700.0,3,54.073787
700.0,3,54.075946
700.0,3,54.078336
700.0,5,54.081818
700.0,11,54.089314
700.0,3,54.091526
700.0,5,54.094973
700.0,4,54.097824
700.0,4,54.100661
700.0,5,54.1041
700.0,3,54.106237
700.0,3,54.108383
700.0,3,54.110559
700.0,3,54.112867
700.0,3,54.115002
700.0,4,54.117797
700.0,3,54.119969
700.0,3,54.122196
700.0,5,54.125835
700.0,4,54.1288
700.0,3,54.130944
700.0,4,54.133704
700.0,3,54.135972
700.0,6,54.140363
700.0,3,54.142568
700.0,3,54.144752
700.0,6,54.148918
700.0,3,54.151098
700.0,3,54.153268
700.0,3,54.155559
700.0,4,54.158375
700.0,3,54.1606
700.0,5,54.16405
700.0,3,54.16629
700.0,4,54.169029
700.0,3,54.171135
700.0,8,54.176552
700.0,3,54.178766
700.0,4,54.181486
700.0,3,54.183585
700.0,4,54.186408
700.0,4,54.189285
700.0,4,54.192106
700.0,3,54.194374
700.0,4,54.197285
700.0,3,54.199402
700.0,5,54.202886
700.0,3,54.205121
700.0,3,54.207367
700.0,3,54.20955
700.0,3,54.841023
700.0,6,54.846163
700.0,7,54.851247
700.0,8,54.856851
700.0,4,54.8599
700.0,4,54.862907
700.0,3,54.865584
700.0,3,54.868247
700.0,4,54.87133
700.0,3,54.873594
700.0,3,54.87594
700.0,4,54.879025
700.0,4,54.882187
700.0,3,54.884358
700.0,3,54.886649
700.0,3,54.919559
700.0,4,54.923899
700.0,3,54.927385
700.0,4,54.930691
700.0,3,54.933293
700.0,4,54.936612
700.0,4,54.940056
700.0,3,54.942556
700.0,4,54.945575
700.0,7,54.950703
700.0,3,54.953895
700.0,8,54.959946
700.0,4,54.963144
700.0,6,54.967611
700.0,3,54.969828
700.0,3,54.971995
700.0,4,54.974827
700.0,3,54.97701
700.0,3,54.979277
700.0,3,54.981531
700.0,3,54.983998
700.0,5,54.988093
700.0,3,54.990256
700.0,4,54.993264
700.0,3,54.99541
700.0,4,54.99823
700.0,3,55.000534
700.0,5,55.004389
700.0,5,55.008365
700.0,3,55.010951
700.0,3,55.013559
700.0,4,55.016416
700.0,5,55.019934
700.0,3,55.022097
700.0,3,55.024293
700.0,3,55.027101
700.0,3,55.029525
700.0,4,55.032796
700.0,11,55.040499
700.0,5,55.043918
700.0,3,55.046241
700.0,8,55.051474
700.0,3,55.053782
700.0,3,55.056481
700.0,27,55.075277
700.0,3,55.078347
700.0,3,55.080666
700.0,3,55.082744
700.0,3,55.084933
700.0,4,55.087883
700.0,3,55.089975
700.0,3,55.091925
700.0,3,55.094215
700.0,5,55.097834
700.0,3,55.099942
700.0,4,55.102716
700.0,3,55.105058
700.0,3,55.107325
700.0,3,55.1096
700.0,4,55.112732
700.0,3,55.114844
700.0,3,55.116913
700.0,5,55.120661
700.0,3,55.122824
700.0,3,55.125134
700.0,4,55.127888
700.0,3,55.130949
700.0,3,55.133068
700.0,4,55.135914
700.0,3,55.138033
700.0,10,55.144677
700.0,3,55.14677
700.0,3,55.148871
700.0,4,55.151635
700.0,3,55.153905
700.0,4,55.156732
700.0,3,55.158833
700.0,3,55.161349
700.0,6,55.16557
700.0,3,55.167701
700.0,4,55.17064
700.0,3,55.172902
700.0,3,55.175074
700.0,4,55.178101
700.0,3,55.180328
700.0,4,55.183185
700.0,9,55.189843
700.0,3,55.192161
700.0,3,55.194399
700.0,4,55.197207
700.0,4,55.200157
700.0,3,55.202348
700.0,3,55.204539
700.0,3,55.206719
700.0,3,55.208874
700.0,3,55.211016
700.0,3,55.213214
700.0,3,55.215509
700.0,4,55.218459
700.0,3,55.220626
700.0,3,55.222776
700.0,3,55.225319
700.0,3,55.227976
700.0,13,55.237484
700.0,5,55.241144
700.0,3,55.243431
700.0,4,55.246238
700.0,3,55.248414
700.0,3,55.250557
700.0,3,55.252691
700.0,3,55.25509
700.0,3,55.257408
700.0,3,55.26013
700.0,4,55.263074
700.0,5,55.266583
700.0,4,55.26939
700.0,6,55.273522
700.0,5,55.277338
700.0,3,55.279467
700.0,4,55.282462
700.0,3,55.284598
700.0,3,55.286753
700.0,4,55.289541
700.0,3,55.291636
700.0,3,55.293718
700.0,4,55.29656
700.0,4,55.29929
700.0,4,55.302066
700.0,5,55.305563
700.0,3,55.307678
700.0,3,55.309787
700.0,3,55.31198
700.0,3,55.314123
700.0,3,55.316257
700.0,4,55.319045
700.0,3,55.321359
700.0,3,55.323498
700.0,4,55.326724
700.0,5,55.3302
700.0,3,55.332559
700.0,3,55.334911
700.0,3,55.337031
700.0,11,55.344441
700.0,3,55.346547
700.0,3,55.348634
700.0,3,55.350827
700.0,3,55.353027
700.0,3,55.355197
700.0,3,55.35734
700.0,3,55.359502
700.0,8,55.365131
700.0,3,55.36725
700.0,4,55.370077
700.0,3,55.372211
700.0,3,55.374518
700.0,4,55.377289
700.0,3,55.379565
700.0,4,55.38238
700.0,3,55.384592
700.0,3,55.386841
700.0,4,55.389756
700.0,3,55.392095
700.0,3,55.394232
700.0,3,55.396377
700.0,4,55.39919
700.0,3,55.401518
700.0,4,55.404407
700.0,12,55.412597
700.0,4,55.41549
700.0,4,55.418374
700.0,6,55.422712
700.0,5,55.426334
700.0,3,55.428484
700.0,3,55.430655
700.0,3,55.432933
700.0,5,55.436314
700.0,3,55.43852
700.0,3,55.440645
700.0,3,55.442758
700.0,3,55.444839
700.0,4,55.447617
700.0,5,55.451009
700.0,3,55.453139
700.0,3,55.455221
700.0,3,55.457505
700.0,5,55.460918
700.0,4,55.463734
700.0,3,55.465844
700.0,3,55.46802
700.0,3,55.470155
700.0,3,55.472271
700.0,3,55.474434
700.0,3,55.476549
700.0,3,55.478714
700.0,3,55.480895
700.0,3,55.483051
700.0,5,55.486554
700.0,3,55.488855
700.0,3,55.491029
700.0,3,55.493298
700.0,3,55.495473
700.0,3,55.497573
700.0,3,55.499683
700.0,4,55.502461
700.0,4,55.505661
700.0,3,55.507911
700.0,5,55.511617
700.0,3,55.513913
700.0,3,55.516066
700.0,4,55.518877
700.0,8,55.524427
700.0,3,55.526712
700.0,4,55.529737
700.0,4,55.532666
700.0,4,55.535802
700.0,4,55.53896
700.0,3,55.54134
700.0,3,55.543758
700.0,3,55.545902
700.0,3,55.548124
700.0,3,55.550248
700.0,5,55.554057
700.0,3,55.556588
700.0,4,55.559413
700.0,3,55.561512
700.0,7,55.566499
700.0,3,55.568658
700.0,4,55.571477
700.0,3,55.573636
700.0,4,55.576642
700.0,3,55.579478
700.0,3,55.581754
700.0,3,55.584099
700.0,17,55.595801
700.0,3,55.598127
700.0,4,55.601029
700.0,3,55.603295
700.0,3,55.605666
700.0,3,55.607901
700.0,3,55.610201
700.0,3,55.612547
700.0,4,55.615398
700.0,3,55.617788
700.0,4,55.620694
700.0,9,55.627202
700.0,3,56.069282
700.0,3,56.071901
700.0,5,56.076507
700.0,4,56.080008
700.0,3,56.08227
700.0,3,56.084474
700.0,3,56.086693
700.0,3,56.089066
700.0,3,56.09126
700.0,3,56.09346
700.0,5,56.097095
700.0,3,56.099311
700.0,4,56.10214
700.0,3,56.104471
700.0,4,56.107371
700.0,5,56.111093
700.0,3,56.113303
700.0,3,56.115451
700.0,4,56.118433
700.0,3,56.120776
700.0,3,56.123053
700.0,3,56.125348
700.0,3,56.12774
700.0,3,56.130006
700.0,4,56.133055
700.0,13,56.142408
700.0,3,56.144651
700.0,3,56.146894
700.0,4,56.149749
700.0,3,56.152045
700.0,4,56.156026
700.0,5,56.159707
700.0,4,56.163259
700.0,3,56.166038
700.0,3,56.168915
700.0,3,56.171074
700.0,3,56.173307
700.0,4,56.17639
700.0,4,56.179357
700.0,3,56.181538
700.0,3,56.183645
700.0,3,56.185865
700.0,3,56.188032
700.0,11,56.195751
700.0,3,56.197924
700.0,4,56.20106
700.0,6,56.205621
700.0,5,56.209179
700.0,4,56.212103
700.0,4,56.215013
700.0,4,56.217904
700.0,3,56.220343
700.0,4,56.223243
700.0,3,56.225474
700.0,3,56.227691
700.0,4,56.230605
700.0,3,56.233047
700.0,3,56.235247
700.0,5,56.238859
700.0,6,56.243296
700.0,4,56.246188
700.0,3,56.248372
700.0,3,56.250682
700.0,3,56.252879
700.0,3,56.255107
700.0,4,56.257881
700.0,3,56.260149
700.0,6,56.264151
700.0,3,56.266069
700.0,3,56.26812
700.0,3,56.270027
700.0,3,56.272089
700.0,6,56.276504
700.0,3,56.278521
700.0,3,56.280695
700.0,7,56.285541
700.0,3,56.287516
700.0,3,56.289717
700.0,5,56.292987
700.0,3,56.295111
700.0,3,56.297259
700.0,4,56.299777
700.0,3,56.301724
700.0,4,56.304777
700.0,6,56.308883
700.0,3,56.31102
700.0,17,56.322885
700.0,3,56.32591
700.0,3,56.32826
700.0,3,56.330541
700.0,3,56.332752
700.0,3,56.33483
700.0,3,56.337741
700.0,3,56.339865
700.0,10,56.346719
700.0,4,56.349385
700.0,3,56.351474
700.0,3,56.3538
700.0,8,56.359296
700.0,3,56.361561
700.0,3,56.363814
700.0,5,56.367168
700.0,3,56.369274
700.0,3,56.371307
700.0,3,56.373414
700.0,3,56.376168
700.0,3,56.378388
700.0,3,56.380452
700.0,3,56.382512
700.0,7,56.387459
700.0,3,56.389499
700.0,4,56.392288
700.0,3,56.394323
700.0,4,56.397041
700.0,3,56.39908
700.0,4,56.401993
700.0,4,56.404772
700.0,4,56.407563
700.0,4,56.41036
700.0,3,56.412393
700.0,4,56.415152
700.0,3,56.417499
700.0,4,56.420523
700.0,3,56.422692
700.0,4,56.425775
700.0,5,56.429248
700.0,3,56.431443
700.0,8,56.437121
700.0,3,56.439232
700.0,3,56.441335
700.0,3,56.443488
700.0,3,56.445607
700.0,4,56.448481
700.0,3,56.450593
700.0,3,56.452672
700.0,3,56.454936
700.0,3,56.457226
700.0,3,56.459651
700.0,4,56.462505
700.0,3,56.46462
700.0,22,56.479691
700.0,3,56.481853
700.0,3,56.483993
700.0,5,56.4875
700.0,3,56.489697
700.0,3,56.491792
700.0,3,56.493914
700.0,4,56.496716
700.0,3,56.498819
700.0,4,56.501728
700.0,4,56.504686
700.0,5,56.508399
700.0,4,56.511283
700.0,3,56.51363
700.0,5,56.517203
700.0,4,56.520096
700.0,3,56.522247
700.0,4,56.525555
700.0,3,56.527733
700.0,6,56.531973
700.0,4,56.534713
700.0,3,56.537158
700.0,5,56.541329
700.0,4,56.544176
700.0,3,56.546379
700.0,3,56.548516
700.0,5,56.551936
700.0,5,56.555451
700.0,4,56.558389
700.0,3,56.560901
700.0,3,56.563007
700.0,3,56.565228
700.0,3,56.567393
700.0,5,56.570947
700.0,3,56.573181
700.0,4,56.576327
700.0,3,56.578634
700.0,4,56.582332
700.0,4,56.585583
700.0,3,56.587843
700.0,3,56.589966
700.0,3,56.592207
700.0,3,56.594352
700.0,4,56.597085
700.0,4,56.599864
700.0,4,56.602769
700.0,3,56.605333
700.0,4,56.608155
700.0,4,56.611121
700.0,3,56.613272
700.0,5,56.616809
700.0,4,56.619567
700.0,3,56.621894
700.0,3,56.624163
700.0,4,56.627416
700.0,3,56.630051
700.0,4,56.632998
700.0,3,56.635202
700.0,4,56.638089
700.0,4,56.641058
700.0,3,56.643238
700.0,3,56.645426
700.0,4,56.648276
700.0,3,56.65059
700.0,3,56.652797
700.0,3,56.655052
700.0,5,56.658902
700.0,3,56.661199
700.0,3,56.663481
700.0,4,56.666473
700.0,3,56.66878
700.0,3,56.671053
700.0,4,56.674015
700.0,3,56.676294
700.0,3,56.67853
700.0,3,56.680898
700.0,20,56.694497
700.0,4,56.697407
700.0,3,56.699586
700.0,4,56.70256
700.0,3,56.704896
700.0,5,56.708428
700.0,3,56.710598
700.0,3,56.712791
700.0,4,56.715694
700.0,4,56.718547
700.0,5,56.722063
700.0,3,56.724268
700.0,3,56.726686
700.0,3,56.728949
700.0,3,56.731154
700.0,5,56.734728
700.0,3,56.73697
700.0,4,56.739802
700.0,3,56.741984
700.0,4,56.744932
700.0,3,56.747143
700.0,3,56.749338
700.0,4,56.752201
700.0,3,56.754438
700.0,5,56.7581
700.0,3,56.760361
700.0,3,56.762597
700.0,4,56.765517
700.0,4,56.768397
700.0,3,56.770581
700.0,4,56.773458
700.0,4,56.77644
700.0,4,56.779387
700.0,3,56.781589
700.0,3,56.783866
700.0,5,56.787501
700.0,4,56.79039
700.0,4,56.793289
700.0,3,56.795492
700.0,3,56.797679
700.0,3,56.799891
700.0,3,56.802102
700.0,4,56.805115
700.0,4,56.807974
700.0,3,56.810096
700.0,3,56.81223
700.0,3,56.814361
700.0,4,56.817144
700.0,3,57.267723
700.0,3,57.269959
700.0,4,57.272904
700.0,3,57.275125
700.0,3,57.27742
700.0,3,57.306298
700.0,3,57.309088
700.0,4,57.31199
700.0,3,57.31418
700.0,3,57.316426
700.0,3,57.3186
700.0,3,57.320814
700.0,3,57.323504
700.0,3,57.326181
700.0,3,57.328857
700.0,3,57.33107
700.0,3,57.333267
700.0,3,57.335453
700.0,4,57.338754
700.0,3,57.341711
700.0,4,57.345191
700.0,4,57.348124
700.0,3,57.350313
700.0,4,57.353508
700.0,3,57.356128
700.0,3,57.35859
700.0,3,57.360781
700.0,3,57.36297
700.0,15,57.374167
700.0,3,57.376487
700.0,3,57.378676
700.0,3,57.380816
700.0,3,57.383123
700.0,4,57.386497
700.0,3,57.38876
700.0,4,57.391758
700.0,3,57.39391
700.0,3,57.396126
700.0,3,57.398304
700.0,3,57.400685
700.0,3,57.402934
700.0,9,57.409503
700.0,4,57.414013
700.0,3,57.417098
700.0,3,57.420125
700.0,3,57.422714
700.0,3,57.426358
700.0,4,57.429777
700.0,3,57.432303
700.0,4,57.435801
700.0,4,57.439199
700.0,3,57.442231
700.0,3,57.445593
700.0,6,57.45122
700.0,3,57.453695
700.0,3,57.455968
700.0,3,57.458596
700.0,3,57.460869
700.0,5,57.466233
700.0,3,57.469049
700.0,3,57.472229
700.0,3,57.475981
700.0,3,57.480587
700.0,3,57.483464
700.0,4,57.487536
700.0,3,57.491046
700.0,4,57.495505
700.0,3,57.498665
700.0,3,57.50149
700.0,3,57.50424
700.0,3,57.506965
700.0,4,57.510447
700.0,3,57.513243
700.0,4,57.516973
700.0,19,57.536144
700.0,3,57.539527
700.0,3,57.542462
700.0,3,57.545302
700.0,3,57.547971
700.0,3,57.550646
700.0,3,57.553353
700.0,3,57.556031
700.0,3,57.558654
700.0,3,57.561371
700.0,3,57.563988
700.0,3,57.566459
700.0,3,57.568955
700.0,7,57.57391
700.0,3,57.576291
700.0,3,57.578764
700.0,3,57.581107
700.0,5,57.585262
700.0,3,57.587946
700.0,3,57.590548
700.0,3,57.593462
700.0,3,57.59617
700.0,3,57.598818
700.0,3,57.601421
700.0,3,57.604098
700.0,3,57.606693
700.0,4,57.610067
700.0,3,57.612411
700.0,7,57.617368
700.0,3,57.619601
700.0,3,57.621826
700.0,13,57.631432
700.0,3,57.63377
700.0,5,57.637811
700.0,3,57.640311
700.0,4,57.643339
700.0,3,57.645505
700.0,3,57.647646
700.0,3,57.649847
700.0,3,57.652041
700.0,3,57.654315
700.0,3,57.656549
700.0,4,57.659533
700.0,3,57.66177
700.0,4,57.664721
700.0,3,57.66712
700.0,3,57.669436
700.0,3,57.671783
700.0,4,57.674836
700.0,3,57.677208
700.0,3,57.679724
700.0,3,57.682004
700.0,4,57.685032
700.0,3,57.687323
700.0,3,57.68949
700.0,4,57.692295
700.0,3,57.69444
700.0,3,57.696602
700.0,4,57.699407
700.0,6,57.703532
700.0,3,57.705728
700.0,3,57.707954
700.0,4,57.710827
700.0,4,57.713709
700.0,3,57.715904
700.0,5,57.719452
700.0,5,57.722984
700.0,3,57.72523
700.0,3,57.727499
700.0,4,57.730677
700.0,4,57.733591
700.0,3,57.735982
700.0,4,57.738871
700.0,3,57.741052
700.0,3,57.743263
700.0,3,57.745521
700.0,3,57.7478
700.0,4,57.750802
700.0,3,57.75316
700.0,3,57.755522
700.0,3,57.757751
700.0,3,57.760022
700.0,3,57.762206
700.0,3,57.764385
700.0,3,57.766542
700.0,4,57.769436
700.0,4,57.772297
700.0,4,57.775283
700.0,4,57.778204
700.0,3,57.780387
700.0,4,57.783211
700.0,3,57.785418
700.0,3,57.787583
700.0,3,57.789746
700.0,4,57.79281
700.0,3,57.795062
700.0,3,57.797245
700.0,5,57.800739
700.0,3,57.802929
700.0,3,57.805098
700.0,3,57.807262
700.0,4,57.810115
700.0,4,57.812949
700.0,3,57.815133
700.0,3,57.817294
700.0,4,57.820176
700.0,3,57.822346
700.0,3,57.824531
700.0,5,57.828117
700.0,3,57.830397
700.0,3,57.832827
700.0,4,57.835676
700.0,3,57.837901
700.0,5,57.841593
700.0,4,57.844383
700.0,3,57.846489
700.0,5,57.849983
700.0,3,57.852138
700.0,4,57.855302
700.0,3,57.857879
700.0,5,57.86144
700.0,3,57.863731
700.0,3,57.865977
700.0,3,57.868183
700.0,3,57.871059
700.0,4,57.874135
700.0,4,57.877121
700.0,3,57.879222
700.0,3,57.881665
700.0,3,57.884272
700.0,3,57.886543
700.0,4,57.889366
700.0,4,57.892148
700.0,4,57.894967
700.0,3,57.897099
700.0,3,57.899355
700.0,5,57.903328
700.0,3,57.905686
700.0,4,57.909009
700.0,4,57.912921
700.0,3,57.915662
700.0,3,57.918973
700.0,3,57.921998
700.0,4,57.92659
700.0,4,57.930351
700.0,3,57.933136
700.0,3,57.935888
700.0,3,57.938614
700.0,4,57.942185
700.0,3,57.945255
700.0,3,57.948084
700.0,3,57.950779
700.0,3,57.95354
700.0,3,57.956302
700.0,4,57.959806
700.0,3,57.962453
700.0,5,57.966761
700.0,3,57.969334
700.0,3,57.971713
700.0,3,57.973936
700.0,3,57.976361
700.0,3,57.97872
700.0,3,57.98103
700.0,3,57.983217
700.0,4,57.986525
700.0,3,57.988985
700.0,3,57.991627
700.0,3,57.995078
700.0,4,57.998495
700.0,4,58.001957
700.0,3,58.004558
700.0,5,58.008344
700.0,3,58.010959
700.0,3,58.01335
700.0,3,58.015569
700.0,4,58.018536
700.0,3,58.020686
700.0,4,58.023506
700.0,3,58.026327
700.0,3,58.028614
700.0,8,58.034215
